"","reaction_type","sampleID","starting_quantity","Cycle_number","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"V153","all_products","170_D_992","NaN","H6","3646.806836","3597.084183","3590.025596","3586.998914","3581.476305","3579.093877","3578.884334","3572.001087","3575.46635","3576.539112","3574.900257","3571.768351","3569.70223","3574.349187","3576.230324","3576.301453","3574.558689","3575.660697","3578.288566","3578.109982","3576.608789","3573.853409","3571.828816","3574.210142","3576.50955","3582.920515","3575.825762","3581.854111","3582.40017","3582.902929","3586.343778","3593.521954","3595.626917","3608.888472","3629.401593","3661.704673","3716.136953","3786.133943","3866.076258","3947.266632"
"V154","all_products","212_D_1404","NaN","H8","3575.468751","3536.030694","3531.536315","3531.961118","3530.668643","3527.222252","3526.68259","3524.801268","3521.866292","3521.45279","3524.244032","3521.918724","3519.144171","3525.244497","3527.707752","3526.577564","3526.386509","3525.629672","3529.368304","3531.368373","3528.186011","3527.379035","3526.566013","3526.851459","3529.47258","3529.475282","3529.407009","3528.35156","3530.641378","3532.078228","3531.547903","3530.581684","3532.964253","3535.315865","3534.017595","3531.014785","3534.783359","3534.162987","3536.477884","3537.964583"
"V155","all_products","231_D_1632","NaN","H9","3715.309389","3685.390907","3680.111859","3681.785066","3678.611206","3680.3001","3675.958147","3677.954156","3673.251655","3676.7209","3673.186451","3672.882297","3673.126219","3673.938743","3676.372382","3673.16766","3674.819068","3675.031094","3677.793367","3676.603905","3671.815193","3675.116746","3673.877151","3670.459357","3677.206234","3673.122503","3678.973323","3675.277522","3676.971428","3672.597796","3677.084336","3682.588187","3688.175782","3694.329638","3702.980673","3722.073615","3763.260627","3811.889724","3881.886582","3969.132283"
"V156","all_products","243_D_1796","NaN","H10","3684.046739","3644.386181","3637.74574","3638.039071","3639.056302","3634.869221","3633.200703","3639.600592","3637.46791","3630.795013","3631.64074","3634.473945","3630.242746","3633.052158","3631.751606","3634.046377","3632.220327","3634.032237","3630.515033","3634.514108","3633.315751","3632.134589","3634.88762","3632.769006","3635.774544","3632.19563","3632.497961","3634.304501","3633.161796","3632.833122","3635.556936","3637.594948","3640.999211","3638.78728","3643.639346","3661.413153","3670.744811","3699.010465","3743.062663","3809.025068"
"V157","all_products","221_D_1512","NaN","H11","3595.878808","3568.40166","3564.071957","3565.713879","3567.171357","3562.94333","3565.074244","3564.211219","3564.335421","3562.573052","3563.421729","3566.598505","3560.655417","3566.197422","3565.482054","3561.33693","3564.180695","3562.839585","3562.505664","3567.215545","3566.716391","3558.487338","3567.974502","3565.000471","3565.306798","3565.765058","3565.431016","3566.220417","3562.854193","3569.492029","3577.438585","3578.468767","3589.264277","3605.416793","3634.379992","3684.685347","3750.247089","3834.451106","3924.54933","4018.491687"
"V158","all_products","248_D_1836","NaN","H12","3712.737955","3671.614229","3668.202972","3671.90416","3669.220997","3659.233692","3660.680174","3655.618473","3656.43841","3657.047478","3654.127367","3657.275283","3657.485781","3655.324026","3657.347366","3654.41745","3654.956218","3655.091449","3655.840477","3656.047931","3656.811287","3651.366078","3654.166068","3655.491086","3657.33244","3657.310393","3660.892551","3652.760531","3654.019682","3656.295306","3657.748468","3661.215386","3662.565495","3675.701543","3681.719561","3705.571414","3740.045035","3793.647924","3870.419455","3967.081159"
"V159","test1","gblock+IRE_plus18IRE","0.01","H16","3568.244803","3519.838036","3522.233075","3512.624197","3512.495118","3510.877378","3506.447047","3506.045963","3510.108456","3508.596777","3506.526613","3503.940985","3503.358922","3504.8389","3507.679833","3505.102795","3505.202767","3509.522711","3511.94931","3511.169007","3512.219233","3519.10783","3531.635285","3545.257074","3569.503556","3618.366865","3688.310581","3772.569087","3879.739581","3981.46775","4065.281687","4159.973276","4243.75043","4324.737309","4402.799555","4475.776797","4537.329648","4594.213703","4644.345495","4699.541999"
"V160","test1","gblock+IRE_plus18IRE","0.01","H17","3586.366066","3552.277829","3552.453358","3547.217487","3545.313389","3544.3297","3542.130432","3539.211782","3543.037151","3537.492861","3538.735927","3541.3771","3536.629095","3537.771387","3536.317158","3542.198706","3540.19301","3540.11985","3539.825004","3547.081953","3547.275825","3553.585788","3562.765699","3579.112233","3610.809862","3657.544277","3730.303905","3830.986559","3941.015626","4052.161503","4153.964015","4259.351624","4350.385377","4446.511471","4519.958398","4602.854958","4671.103078","4728.868354","4783.571962","4833.11618"
"V161","test1","gblock+IRE_plus18IRE","0.01","H18","3626.691603","3574.458679","3575.153914","3569.403166","3567.123122","3562.695188","3566.533394","3561.329128","3556.857237","3559.627499","3555.271257","3556.070126","3555.105653","3554.801753","3555.157092","3555.16111","3559.40076","3561.106501","3562.531932","3561.220527","3565.08639","3569.20216","3578.835179","3599.684593","3629.812305","3678.829393","3751.903272","3851.919016","3955.41533","4065.737408","4170.122412","4268.537019","4363.561292","4450.068621","4528.272056","4611.613286","4674.413669","4736.859001","4793.136727","4846.408066"
"V162","all_products","gblock+IRE_plus18IRE","0.01","H19","3523.344428","3483.449205","3480.339938","3477.047895","3475.759987","3475.672563","3470.318566","3472.20301","3472.617959","3468.696423","3466.686885","3468.90887","3465.523291","3469.50087","3463.865623","3466.531255","3462.001155","3465.263609","3464.339792","3466.831041","3470.928326","3471.488152","3475.074967","3482.039966","3488.781399","3514.21712","3543.277116","3592.751161","3663.574508","3743.122122","3837.037027","3928.64749","4021.491717","4105.649783","4182.578501","4262.031846","4329.313511","4398.738489","4457.326373","4517.770891"
"V163","all_products","gblock+IRE_plus18IRE","0.01","H20","3589.172577","3541.355178","3540.711718","3536.502152","3532.344293","3531.59462","3527.207916","3530.107057","3532.710194","3526.896429","3525.826991","3529.737769","3531.106694","3529.231202","3528.118438","3528.525395","3527.649795","3532.685528","3531.026622","3535.193933","3533.164589","3537.625595","3536.503061","3544.991685","3559.461816","3576.973455","3616.641601","3669.609379","3745.018686","3837.408741","3933.571817","4035.127904","4134.256886","4231.27154","4320.133368","4410.172932","4491.50132","4560.069582","4627.881713","4698.52368"
"V164","all_products","gblock+IRE_plus18IRE","0.01","H21","3537.498179","3500.703413","3495.166135","3492.498761","3488.255211","3483.403864","3480.877065","3477.392506","3477.240151","3470.236601","3470.507698","3470.344672","3466.858573","3459.068611","3460.686682","3458.895231","3460.313903","3464.557743","3459.800541","3463.864432","3464.121636","3468.270838","3469.33825","3481.53458","3484.714419","3512.370935","3544.424881","3593.45007","3663.190119","3753.662012","3841.37287","3937.811285","4028.475787","4113.22951","4192.126662","4273.36285","4348.18733","4413.603823","4479.244827","4538.512117"
"V165","all_products","gblock_minusIRE_onlyExonnoIRE","0.01","H22","3350.273408","3309.736507","3308.446133","3309.905094","3303.597681","3303.561419","3298.645101","3292.425196","3291.97325","3288.01638","3287.905898","3283.332074","3281.935933","3278.09919","3283.077672","3282.058587","3282.217398","3282.727596","3283.475789","3285.392754","3289.912546","3292.411567","3301.552197","3313.175795","3335.327798","3370.826169","3427.280655","3496.05278","3571.231331","3654.20514","3728.201502","3806.849074","3874.483772","3943.888342","4000.385518","4057.827372","4110.920488","4156.13511","4204.117173","4251.488744"
"V166","all_products","gblock_minusIRE_onlyExonnoIRE","0.01","H23","3482.01269","3451.182413","3446.402637","3442.186005","3437.826185","3434.497673","3433.392957","3430.056327","3428.431209","3423.076252","3426.600021","3423.921747","3425.568072","3424.75098","3424.431096","3430.277953","3426.708428","3428.947285","3424.60215","3427.660022","3429.773168","3432.233592","3443.296117","3462.276782","3489.825068","3530.560288","3602.110088","3679.80397","3766.182401","3861.440138","3950.474926","4042.44996","4117.11116","4199.834014","4269.8899","4341.105824","4402.50299","4456.208224","4508.442331","4561.042986"
"V167","all_products","gblock_minusIRE_onlyExonnoIRE","0.01","H24","3569.284336","3542.789646","3532.753425","3530.113918","3530.111018","3526.332823","3520.977136","3521.721947","3514.571467","3509.097918","3510.236781","3510.285267","3509.143445","3507.067407","3505.554376","3506.331596","3507.497032","3504.685702","3506.907659","3508.754251","3509.748843","3515.341992","3528.118","3540.720871","3571.231675","3613.433483","3682.08283","3764.700762","3854.620623","3950.136761","4046.932148","4142.285725","4225.481373","4311.643875","4385.953624","4456.559753","4529.497432","4582.502623","4640.833088","4697.563142"
"V168","test1","19_A_125","NaN","I1","3474.734269","3458.902275","3456.283862","3455.374757","3446.934726","3444.440879","3442.421871","3439.920379","3437.063876","3437.974854","3433.650753","3431.452348","3432.668604","3434.710403","3430.09709","3421.758237","3420.568387","3424.701811","3424.543433","3422.372414","3426.52384","3426.690036","3426.772028","3425.888114","3430.625177","3430.385795","3437.869574","3450.617178","3460.716043","3488.693185","3539.119149","3603.48328","3680.38871","3766.793167","3851.286084","3934.670031","4012.652859","4081.624412","4146.821383","4209.06889"
"V169","test1","35_A_221","NaN","I2","3555.265995","3522.368606","3521.954792","3520.581326","3514.364734","3513.215323","3514.890881","3509.512347","3511.091426","3508.0713","3501.03279","3502.260095","3502.490853","3502.849845","3502.756993","3501.667769","3502.684991","3501.117409","3502.311158","3499.144747","3498.648288","3504.006868","3497.763344","3500.85223","3503.619547","3498.733307","3504.562027","3511.81004","3510.926437","3523.282548","3542.341361","3573.357341","3629.164017","3700.601232","3789.609796","3882.769655","3974.477226","4059.434973","4142.437759","4211.261499"
"V170","test1","70_A_425","NaN","I3","3427.612165","3405.650261","3406.510255","3399.088614","3399.225695","3396.435018","3394.585098","3384.686985","3385.742078","3387.362206","3386.735688","3383.744779","3382.449121","3378.164231","3382.663118","3377.941897","3381.933561","3385.247688","3380.88999","3382.622276","3380.712369","3381.662915","3380.844769","3382.611063","3383.368602","3380.834452","3386.289043","3379.670411","3382.233937","3383.861153","3385.932212","3389.18041","3403.17189","3424.026828","3459.260851","3513.927516","3589.1809","3653.270117","3727.413134","3798.375303"
"V171","test1","242_A_1761","NaN","I4","3553.332646","3524.261174","3525.044481","3522.525459","3520.060576","3516.120047","3515.675107","3514.406893","3509.23348","3506.776652","3505.169186","3503.970543","3504.27303","3501.690913","3502.547718","3500.757744","3498.696557","3496.32152","3501.490186","3502.078752","3498.521627","3497.936409","3504.832549","3507.320556","3513.897057","3523.860556","3545.366131","3584.158643","3639.4416","3714.483131","3799.613334","3886.564266","3977.340778","4066.545426","4138.157214","4218.376115","4291.35433","4357.182978","4426.113733","4476.503715"
"V172","test1","166_A_965","NaN","I5","3519.941406","3491.544816","3492.830612","3487.249374","3486.560951","3483.389625","3476.13293","3478.65822","3479.531873","3470.351419","3471.051545","3467.306038","3471.737014","3471.571907","3472.92377","3468.584397","3465.835448","3466.432707","3463.427019","3466.81809","3465.197542","3466.127494","3468.563744","3473.626406","3479.894912","3481.344185","3493.287309","3518.887494","3553.66739","3615.763389","3686.39053","3769.912749","3856.700255","3940.023133","4020.347465","4101.376734","4167.695881","4230.890247","4293.798982","4353.42002"
"V173","test1","201_A_1269","NaN","I6","3499.391955","3466.342408","3466.132687","3459.846049","3462.155014","3459.66514","3461.850079","3455.054612","3460.898828","3457.607975","3453.917842","3451.982396","3451.128253","3452.836893","3452.328385","3451.867706","3449.87001","3446.132943","3450.129075","3449.654616","3449.836955","3451.465561","3450.657613","3449.376761","3453.806432","3452.50023","3446.809751","3459.72336","3461.217122","3473.849327","3487.339258","3517.207225","3566.636044","3631.087416","3706.765169","3779.420288","3853.206603","3926.423677","3996.853105","4062.984536"
"V174","test1","209_A_1365","NaN","I7","3410.018226","3383.860255","3380.634524","3377.261737","3377.620123","3374.05659","3376.289891","3371.536949","3369.144331","3370.438128","3368.52969","3367.00738","3367.814042","3365.980475","3369.180651","3360.29255","3359.950123","3362.03768","3365.137322","3363.330465","3365.805623","3363.566341","3367.061873","3372.145829","3379.581829","3390.149016","3415.646558","3449.463706","3502.991567","3571.844861","3644.692812","3711.218816","3781.939566","3847.593217","3918.804401","3975.067772","4032.950395","4085.293107","4135.365313","4176.793122"
"V175","test1","214_A_1425","NaN","I8","3466.247071","3439.339873","3435.031471","3434.328387","3435.655459","3434.041038","3430.794442","3434.949274","3434.528188","3428.095548","3431.404102","3430.357749","3423.528457","3419.191558","3423.783889","3423.696709","3420.353343","3421.831679","3421.312449","3419.903804","3423.097122","3422.898128","3423.326685","3425.579759","3425.359419","3422.890857","3427.664095","3430.305732","3433.293813","3443.22777","3463.187033","3492.125775","3536.648532","3596.16847","3669.630693","3751.484147","3827.887969","3905.961633","3980.035892","4050.027484"
"V176","test1","236_A_1689","NaN","I9","3494.937143","3456.679314","3452.695273","3450.544079","3452.329809","3449.676549","3448.442767","3447.320537","3445.426026","3436.588424","3438.062451","3438.295747","3435.504365","3432.85205","3435.220143","3431.740747","3429.74727","3428.709361","3428.409714","3433.313142","3435.989622","3429.918854","3435.100214","3436.851401","3439.770558","3437.479548","3439.986107","3453.104409","3456.377697","3484.691359","3525.821044","3585.929102","3661.472981","3746.73008","3823.352244","3906.670024","3980.865955","4051.856404","4115.466086","4178.653368"
"V177","test1","245_A_1797","NaN","I10","3486.249689","3455.242331","3458.021434","3450.746489","3449.604308","3445.956886","3448.511724","3446.438854","3444.481425","3441.681003","3444.418763","3439.407095","3433.496798","3435.589776","3439.111942","3431.582632","3431.038573","3434.644436","3432.535615","3431.246275","3431.021844","3432.463116","3428.937405","3430.472455","3436.716755","3431.853701","3429.688703","3433.016174","3431.9381","3431.283742","3433.454166","3435.899379","3444.133254","3458.129029","3484.326043","3524.393148","3581.903954","3658.242572","3744.172793","3828.682947"
"V178","test1","250_A_1857","NaN","I12","3444.886238","3420.775332","3414.709116","3412.738064","3413.953176","3409.176994","3408.756053","3406.415469","3404.413044","3401.705426","3398.880533","3397.372652","3395.360478","3398.055771","3396.91564","3394.06247","3388.425198","3392.74109","3393.655955","3395.250349","3394.25477","3391.460637","3395.576996","3398.01315","3399.795819","3398.763026","3398.497859","3407.030078","3417.079746","3437.10353","3469.810504","3523.124819","3594.279481","3671.394594","3749.98303","3835.862782","3906.979891","3982.013901","4045.872533","4112.029072"
"V179","test1","gblock+IRE_plus18IRE","1","I16","3420.899614","3392.681213","3383.447433","3384.129861","3379.443099","3375.642845","3376.161097","3376.941858","3371.169341","3369.95749","3371.218415","3369.225255","3369.886211","3372.544852","3370.817171","3374.854017","3382.182197","3401.373478","3433.319836","3478.72415","3555.080395","3637.088281","3730.139075","3827.077693","3921.489156","4002.777257","4075.901603","4148.30896","4213.592185","4271.809074","4326.240351","4371.952312","4408.828028","4450.844845","4482.075854","4514.198362","4538.735441","4570.23827","4591.307933","4608.097123"
"V180","test1","gblock+IRE_plus18IRE","1","I17","3426.158262","3393.359445","3393.357332","3388.700785","3386.685632","3382.739541","3377.256434","3376.566858","3374.53019","3371.623649","3369.082181","3368.961577","3368.89082","3373.807493","3374.351555","3378.770644","3386.215591","3402.995372","3430.744902","3483.907879","3557.708451","3644.73893","3738.541531","3831.566283","3929.589975","4008.753927","4090.575828","4164.114968","4232.678187","4291.551308","4345.731721","4389.227392","4440.434604","4478.697259","4515.480707","4547.082104","4575.421688","4601.844151","4627.297482","4650.661005"
"V181","test1","gblock+IRE_plus18IRE","1","I18","3476.404982","3439.109015","3438.985657","3432.826219","3433.333711","3431.833968","3421.70786","3425.400643","3422.425767","3423.576044","3420.267414","3419.722444","3418.667739","3422.646693","3421.28295","3428.074929","3436.001349","3454.980669","3486.522465","3542.532943","3617.674368","3710.806823","3810.913969","3914.403396","4013.165467","4101.105333","4188.742937","4268.250746","4335.962552","4399.312811","4459.269553","4515.160979","4562.607144","4598.757129","4639.648942","4678.295443","4705.548436","4733.849062","4760.432511","4779.4379"
"V182","all_products","gblock+IRE_plus18IRE","1","I19","3450.21337","3406.133787","3407.732251","3402.367147","3403.435184","3393.5751","3394.410114","3395.358166","3390.496845","3390.765843","3386.358012","3389.796593","3389.182715","3385.315731","3384.262075","3387.304662","3393.085007","3401.479369","3421.441903","3444.46536","3491.048943","3551.591648","3631.452269","3711.858258","3807.639299","3888.975839","3974.977282","4048.542452","4117.083557","4184.735935","4246.98427","4303.867496","4352.666764","4402.044407","4446.825811","4490.652939","4525.789106","4559.357942","4587.399158","4614.798695"
"V183","all_products","gblock+IRE_plus18IRE","1","I20","3437.769278","3404.983749","3398.779283","3394.877245","3394.01762","3390.394947","3387.715912","3386.962499","3380.44994","3381.133124","3383.714418","3378.616339","3379.392381","3380.629095","3380.924011","3384.966016","3388.139992","3396.375701","3412.85821","3442.114942","3486.769033","3547.873693","3623.884651","3708.656725","3798.732285","3881.90231","3964.997852","4046.976622","4112.501153","4181.53419","4248.1494","4304.738047","4356.6185","4408.142526","4452.283353","4496.78288","4534.351992","4570.808649","4601.528115","4634.112961"
"V184","all_products","gblock+IRE_plus18IRE","1","I21","3492.024964","3452.295979","3449.920807","3447.012215","3447.998501","3440.869786","3438.771099","3439.037467","3437.281616","3433.896347","3436.228874","3434.536814","3435.469391","3436.054937","3439.51104","3440.118195","3443.647923","3452.397267","3471.863862","3500.869242","3546.61169","3617.315856","3695.326663","3788.640828","3885.662997","3980.003596","4068.396491","4156.092935","4231.251593","4303.667946","4370.023409","4433.777116","4494.16852","4545.458845","4595.890942","4644.399818","4683.753755","4721.6491","4755.114744","4790.049681"
"V185","all_products","gblock_minusIRE_onlyExonnoIRE","1","I22","3476.756541","3442.141455","3440.280738","3432.450133","3426.844474","3429.446106","3426.905268","3427.170288","3427.940199","3427.758374","3424.014268","3427.323664","3422.808927","3428.014783","3428.049116","3436.431163","3451.043252","3476.98131","3516.39024","3581.385951","3669.299884","3766.313777","3865.338138","3962.027364","4056.022199","4145.43728","4232.923252","4308.005481","4381.050755","4445.851985","4508.008233","4564.73029","4614.633158","4659.519971","4700.942039","4741.812105","4774.247497","4809.316017","4829.827283","4855.533785"
"V186","all_products","gblock_minusIRE_onlyExonnoIRE","1","I23","3516.884879","3484.652317","3485.066202","3479.371246","3479.739657","3474.483586","3475.965791","3474.559093","3473.036092","3472.739855","3475.136846","3472.498699","3468.31686","3471.678183","3469.973407","3474.991344","3488.936796","3515.974327","3560.20123","3626.869024","3713.672463","3808.428042","3915.797959","4014.0112","4113.981291","4204.511038","4295.802751","4380.142781","4450.11079","4523.140532","4582.601311","4643.510388","4695.254932","4745.716807","4784.800372","4822.643744","4859.634377","4895.211233","4922.232594","4954.403979"
"V187","all_products","gblock_minusIRE_onlyExonnoIRE","1","I24","3489.071976","3473.278561","3470.863225","3470.288228","3463.529524","3459.526674","3460.537866","3464.139814","3463.05851","3458.278344","3466.895418","3465.682541","3465.949235","3470.112531","3476.152669","3481.108809","3497.902165","3524.47328","3569.163765","3635.343392","3723.917603","3817.967066","3924.027534","4020.707023","4124.239902","4216.194254","4307.905055","4389.505172","4465.237084","4533.59276","4595.610084","4660.172299","4715.22842","4758.145641","4805.523738","4841.674324","4883.4317","4910.541265","4940.280279","4964.6972"
"V188","all_products","19_A_125","NaN","J1","3606.633551","3578.667412","3568.896782","3567.735758","3563.268231","3556.213198","3556.904427","3555.400184","3552.020771","3548.553133","3543.935095","3547.0637","3548.805295","3552.175176","3547.112738","3551.888377","3549.07466","3551.056328","3551.470457","3549.714796","3555.910556","3551.349809","3548.00364","3549.041815","3547.813647","3550.819354","3550.964732","3553.587436","3553.797545","3554.991294","3551.656817","3555.877861","3562.220947","3564.793351","3572.6527","3579.930427","3610.192506","3641.922664","3694.3419","3769.558729"
"V189","all_products","35_A_221","NaN","J2","3655.959018","3601.580341","3598.165116","3588.937863","3587.019775","3583.044","3580.739222","3580.167772","3578.133389","3577.39054","3575.802837","3574.577433","3573.21739","3573.663144","3577.245057","3573.109153","3576.187921","3576.136081","3572.716627","3578.644654","3576.308406","3574.547798","3575.139403","3572.807529","3571.583374","3571.096256","3576.707273","3574.186262","3577.265828","3575.968368","3576.498269","3576.453243","3579.332824","3578.263413","3582.321196","3581.325283","3587.897946","3597.076679","3612.506742","3637.005011"
"V190","all_products","70_A_425","NaN","J3","3662.760541","3618.292128","3614.971872","3608.851368","3611.215707","3599.611031","3605.999321","3604.591314","3602.372273","3601.507687","3602.701222","3597.648271","3600.932052","3599.303351","3606.386512","3600.981759","3602.34594","3599.600178","3601.579214","3602.288879","3603.348416","3602.135797","3604.292708","3603.365446","3599.924347","3605.53232","3602.614642","3605.096276","3606.242518","3603.384158","3606.791759","3606.005018","3611.809023","3611.911733","3610.73744","3608.914651","3605.784733","3612.35488","3614.676727","3613.996022"
"V191","all_products","242_A_1761","NaN","J4","3599.360642","3552.424263","3547.412301","3544.010058","3535.359047","3531.615539","3532.527913","3530.846672","3528.442481","3526.3193","3521.653501","3525.406727","3525.372373","3530.678874","3531.056553","3527.256264","3531.468867","3526.457013","3528.482747","3525.678866","3528.614065","3526.407758","3528.212458","3525.78153","3528.802782","3528.78215","3527.073243","3529.995118","3533.524638","3532.519806","3536.533794","3537.390422","3544.540079","3552.270931","3568.22807","3596.23094","3634.661216","3697.532801","3764.639228","3839.63051"
"V192","all_products","166_A_965","NaN","J5","3709.722171","3658.895953","3655.114719","3649.134754","3646.886662","3638.467937","3644.835184","3642.28973","3639.736829","3638.844316","3642.634645","3641.036464","3638.720502","3638.543651","3643.146522","3641.824873","3636.791945","3642.385934","3637.101917","3639.4273","3643.731577","3640.129274","3642.091883","3641.598122","3641.786776","3642.172584","3640.3586","3640.613135","3646.496487","3644.910112","3649.414052","3646.602777","3653.706694","3655.303763","3666.150758","3684.872389","3712.785648","3753.225311","3812.777915","3883.595924"
"V193","all_products","201_A_1269","NaN","J6","3569.389797","3514.600602","3511.692102","3508.909282","3505.998185","3503.387598","3500.953698","3504.644656","3501.871044","3500.183624","3498.359212","3499.499062","3499.143641","3502.491375","3502.316861","3502.591867","3502.036033","3501.788438","3499.944172","3503.215013","3507.170997","3501.842743","3499.609379","3499.281087","3506.748112","3504.145943","3499.738407","3506.413063","3504.837643","3503.027468","3509.400584","3504.885895","3511.776081","3509.591819","3513.667284","3516.995452","3522.922437","3527.939976","3539.116342","3565.804562"
"V194","all_products","209_A_1365","NaN","J7","3468.609706","3442.778053","3438.029332","3436.860618","3434.659584","3430.981897","3433.280648","3436.650835","3435.138376","3436.213572","3433.433715","3431.53748","3434.922814","3434.828703","3435.161557","3439.805682","3440.96469","3434.216602","3439.283483","3441.220246","3442.303822","3436.614466","3441.859578","3436.647106","3441.237753","3443.442871","3441.608379","3440.541772","3443.708632","3444.719094","3453.449587","3452.378759","3454.850627","3462.153809","3470.645954","3494.732854","3527.138612","3564.343728","3606.188009","3650.647402"
"V195","all_products","214_A_1425","NaN","J8","3635.392713","3590.810305","3591.198282","3588.237133","3586.888615","3583.290504","3582.402187","3585.592351","3579.336672","3577.996504","3578.714063","3575.654868","3578.762563","3577.442366","3580.20979","3578.658464","3584.21866","3580.083925","3582.98548","3580.35684","3584.184404","3587.21521","3586.054878","3582.447901","3583.172743","3584.12958","3579.620707","3584.526384","3581.978247","3581.275605","3585.900748","3585.884925","3585.79624","3587.292648","3587.248412","3591.811769","3592.367562","3594.354581","3593.020249","3600.99839"
"V196","all_products","236_A_1689","NaN","J9","3594.136672","3554.654455","3553.704613","3552.236644","3551.065157","3546.772878","3550.128725","3549.152212","3552.267652","3547.657888","3549.947666","3544.692547","3549.938128","3545.186711","3552.892462","3548.479881","3548.107879","3547.010828","3550.943709","3548.291806","3550.659067","3549.715773","3552.952815","3548.813385","3552.266566","3553.623534","3550.792936","3552.333932","3551.671201","3552.719959","3560.38552","3557.371878","3562.45906","3560.527241","3567.345739","3574.478913","3586.766054","3608.738585","3639.682058","3689.933004"
"V197","all_products","245_A_1797","NaN","J10","3576.320314","3534.048369","3529.283385","3527.883306","3529.666239","3526.99684","3527.051072","3531.02669","3525.725036","3526.462019","3519.881846","3521.570713","3522.724707","3522.324661","3527.236747","3531.665092","3524.331914","3523.118116","3528.116637","3526.864579","3527.439796","3526.591494","3525.506883","3526.39932","3529.016466","3529.232856","3527.710845","3532.989193","3528.503328","3526.118234","3530.211792","3527.177344","3529.032502","3528.655411","3529.802047","3531.195197","3532.214095","3532.352486","3533.238147","3536.744804"
"V198","all_products","250_A_1857","NaN","J12","3604.867817","3551.488199","3554.311006","3546.52329","3547.504825","3542.521489","3541.088196","3543.9774","3540.030521","3539.970738","3539.548924","3538.340079","3540.234608","3537.145084","3543.702963","3540.33282","3538.851349","3540.827949","3541.259607","3538.104777","3537.192386","3536.405476","3538.469106","3538.808709","3541.693659","3538.012828","3542.204656","3537.306951","3541.097202","3540.371029","3540.070213","3539.760347","3543.355433","3546.899036","3548.932797","3556.364154","3571.899709","3599.531271","3636.830225","3686.768159"
"V199","test1","19_B_126","NaN","K1","3603.640875","3580.58107","3582.593468","3573.167438","3571.217069","3562.682827","3562.618805","3559.234546","3558.022497","3557.59405","3550.872753","3550.177212","3546.984445","3547.600329","3539.219379","3538.451782","3539.279747","3542.368323","3537.995049","3537.560037","3538.070999","3540.997378","3542.039268","3547.460906","3557.374386","3575.738013","3604.613508","3650.472738","3718.005653","3796.474387","3880.788956","3978.577223","4061.419161","4145.153176","4222.857328","4295.009628","4363.663221","4423.977316","4482.267953","4537.290766"
"V200","test1","35_B_222","NaN","K2","3599.183655","3564.182358","3558.633296","3557.678381","3549.150605","3551.379038","3548.953308","3543.645813","3543.353925","3542.450303","3538.465341","3536.994757","3536.980456","3536.595621","3535.334697","3535.817039","3534.14512","3536.389303","3533.918685","3534.761917","3536.36956","3537.254232","3539.653588","3548.321347","3555.688143","3566.871498","3593.275063","3641.455338","3710.554075","3795.173886","3887.213278","3983.084129","4077.157279","4165.799809","4246.174013","4331.946308","4403.734532","4471.360768","4535.622308","4593.418318"
"V201","test1","70_B_426","NaN","K3","3553.195152","3521.020427","3516.640268","3514.359615","3510.874781","3504.062435","3502.092892","3503.663614","3499.669773","3497.637388","3497.45872","3491.476611","3494.218856","3491.106914","3490.024088","3490.432449","3491.706773","3488.880517","3493.219301","3490.538514","3493.485733","3491.506366","3493.772608","3504.360896","3516.516129","3537.395744","3574.132709","3631.931915","3708.496925","3792.907778","3883.253044","3976.341206","4065.001643","4143.324391","4223.904021","4297.348249","4365.984947","4434.490403","4488.881333","4548.677842"
"V202","test1","242_B_1762","NaN","K4","3451.077347","3425.199061","3426.528992","3423.810939","3424.011676","3427.675522","3415.969789","3418.11843","3413.288054","3417.636201","3410.230018","3409.289608","3409.388684","3408.31896","3407.607673","3407.757634","3402.085424","3408.14581","3403.026714","3408.903197","3406.659701","3410.86467","3406.687609","3412.674706","3421.57826","3425.53563","3448.99875","3471.761479","3522.347234","3583.387726","3660.532886","3747.209285","3826.605281","3902.300218","3980.133028","4052.515929","4111.962746","4175.133669","4230.40314","4290.109076"
"V203","test1","166_B_966","NaN","K5","3465.791764","3433.635308","3431.366922","3434.577234","3429.22233","3426.434662","3422.286348","3420.276357","3416.570347","3416.643167","3413.654573","3410.028789","3408.491976","3410.5387","3408.505832","3407.36612","3403.315103","3410.923433","3409.917495","3403.441941","3405.062895","3410.416472","3409.277388","3413.966724","3420.045051","3423.573614","3430.987312","3452.635414","3487.292864","3538.445906","3605.613923","3684.256218","3765.187241","3841.442666","3919.357367","3988.79545","4058.425475","4120.973793","4175.705795","4226.373662"
"V204","test1","201_B_1270","NaN","K6","3520.8634","3488.08689","3488.946488","3479.825053","3479.675378","3475.41196","3473.424826","3472.340138","3469.129481","3470.014298","3469.551761","3462.899312","3463.828258","3465.073727","3457.085977","3458.90753","3459.412668","3453.976326","3458.925873","3461.550889","3458.854883","3460.781023","3464.878868","3468.72515","3473.431268","3484.222818","3508.343574","3543.268321","3604.737898","3670.914921","3746.630091","3824.048407","3903.836347","3975.009569","4047.042924","4113.564376","4178.331221","4239.156701","4295.207563","4345.354815"
