"","reaction_type","sampleID","starting_quantity","cpD1","cpD2"
"141","all_products","1039","NaN","24.53","22.33"
"142","all_products","1087","NaN","23.08","21.07"
"143","all_products","1260","NaN","24.41","22.28"
"144","all_products","1283","NaN","24.06","21.75"
"145","all_products","1294","NaN","23.17","21.18"
"146","all_products","1221","NaN","12.23"," 9.88"
"147","all_products","1521","NaN","18.69","12.33"
"148","all_products","1533","NaN","22.73","20.04"
"149","all_products","1392","NaN","23.05","17.00"
"150","all_products","1499","NaN","21.50","16.58"
"151","all_products","1450","NaN","24.34","21.23"
"152","all_products","1461","NaN","27.62","26.79"
"153","all_products","1485","NaN","24.03","20.90"
"154","all_products","521","NaN","28.01","27.28"
"155","all_products","545","NaN","24.30","22.43"
"156","all_products","569","NaN","26.92","26.35"
"157","all_products","593","NaN","25.70","23.82"
"158","all_products","617","NaN","29.69","28.63"
"159","all_products","656","NaN","25.46","23.66"
"160","all_products","665","NaN","29.81","29.14"
"161","all_products","689","NaN","27.46","26.71"
"162","all_products","713","NaN","28.91","28.22"
"163","all_products","1823","NaN","27.67","27.07"
"164","all_products","979","NaN","23.49","20.71"
"165","all_products","1200","NaN","23.66","21.68"
"166","all_products","1088","NaN","23.05","21.62"
"167","all_products","1245","NaN","24.03","21.99"
"168","all_products","1247","NaN","23.25","20.98"
"169","all_products","1284","NaN","23.35","15.33"
"170","all_products","1222","NaN","16.03","12.08"
"171","all_products","1487","NaN","20.88","19.25"
"172","all_products","1437","NaN","30.34","28.76"
"173","all_products","1500","NaN","20.74","10.22"
"174","all_products","1391","NaN","27.16","24.73"
"175","all_products","1377","NaN","1","1"
"176","all_products","522","NaN","2.19","1.50"
"177","all_products","546","NaN","33.96","32.45"
"178","all_products","570","NaN","34.67","32.94"
"179","all_products","594","NaN","35.81","33.39"
"180","all_products","618","NaN","36.03","33.91"
"181","all_products","641","NaN","33.44","32.40"
"182","all_products","666","NaN","33.99","31.85"
"183","all_products","690","NaN","36.01","33.77"
"184","all_products","714","NaN","32.13","31.53"
"185","all_products","1822","NaN"," 1.00","14.75"
"186","all_products","1076","NaN","16.4","13.0"
"187","all_products","1062","NaN","15.02","11.25"
"188","all_products","1027","NaN","23.95","21.67"
"189","all_products","1246","NaN","22.09","19.13"
"190","all_products","1248","NaN","22.76","21.05"
"191","all_products","1295","NaN","22.24","20.74"
"192","all_products","1224","NaN","16.27"," 9.56"
"193","all_products","1425","NaN","1","1"
"194","all_products","1341","NaN","31.73","30.37"
"195","all_products","1439","NaN","1","1"
"196","all_products","1557","NaN","29.63","27.74"
"197","all_products","1379","NaN","30.63","28.86"
"198","all_products","1354","NaN","28.77","26.90"
"199","all_products","1534","NaN","30.65","29.85"
"200","all_products","NTC","NaN","39.63","35.67"
"201","all_products","NTC","NaN","45.00","30.44"
"202","all_products","NTC","NaN","36.35","33.98"
"203","all_products","NTC","NaN","35.26","29.62"
"204","all_products","NTC","NaN","34.05","32.93"
"205","all_products","NTC","NaN","35.15","21.25"
"206","1","2","3","cpD1","cpD2"
"207","reaction_type","unique_sampleID_number","starting_quantity","cpD1","cpD2"
"208","test1","499","NaN","17.34","14.75"
"209","test1","523","NaN","16.13","12.83"
"210","test1","547","NaN","15.04","11.70"
"211","test1","571","NaN","17.07","13.87"
"212","test1","595","NaN","16.69","14.49"
"213","test1","619","NaN","16.56","13.47"
"214","test1","642","NaN","16.36","13.33"
"215","test1","667","NaN","18.49","15.89"
"216","test1","691","NaN","17.31","14.62"
"217","test1","715","NaN","17.36","14.21"
"218","test1","1821","NaN","17.21","14.99"
"219","test1","1050","NaN","13.42","10.44"
"220","test1","1040","NaN","17.20","15.59"
"221","test1","1063","NaN","13.18","10.47"
"222","test1","1061","NaN","19.23","17.99"
"223","test1","1085","NaN","13.64","11.09"
"224","test1","1275","NaN","14.71","12.07"
"225","test1","1308","NaN","13.85","10.58"
"226","test1","980","NaN","13.47"," 9.99"
"227","test1","1451","NaN","13.38"," 9.88"
"228","test1","1355","NaN","11.98"," 9.46"
"229","test1","1558","NaN","17.39","13.98"
"230","test1","1545","NaN","23.10","19.99"
"231","test1","1546","NaN","11.51"," 8.18"
"232","test1","1424","NaN","12.68","10.27"
"233","test1","1498","NaN","20.86","18.89"
"234","test1","500","NaN","16.65","14.30"
"235","test1","524","NaN","16.08","13.25"
"236","test1","548","NaN","14.65","10.82"
"237","test1","572","NaN","17.36","15.04"
"238","test1","596","NaN","15.63","12.52"
"239","test1","620","NaN","16.01","12.83"
"240","test1","643","NaN","15.84","13.61"
"241","test1","668","NaN","19.90","18.34"
"242","test1","692","NaN","15.50","12.51"
"243","test1","1809","NaN","16.61","14.34"
"244","test1","1848","NaN","14.40","11.91"
"245","test1","1014","NaN","15.36","12.83"
"246","test1","1051","NaN","14.86","12.21"
"247","test1","1064","NaN","14.43","11.82"
"248","test1","1026","NaN","13.49","11.25"
"249","test1","1086","NaN","12.87","10.22"
"250","test1","1258","NaN","14.21","12.05"
"251","test1","1296","NaN","10.72"," 7.68"
"252","test1","978","NaN","16.00","12.41"
"253","test1","1440","NaN","16.31","13.10"
"254","test1","1320","NaN","21.62","18.48"
"255","test1","1535","NaN","1","1"
"256","test1","1547","NaN","1","1"
"257","test1","1426","NaN","21.40","20.47"
"258","test1","1522","NaN","16.33","14.27"
"259","test1","1342","NaN","14.88","11.40"
"260","test1","509","NaN","18.00","15.35"
"261","test1","533","NaN","17.96","16.31"
"262","test1","557","NaN","13.79","10.33"
"263","test1","581","NaN","17.67","15.59"
"264","test1","605","NaN","16.43","13.69"
"265","test1","629","NaN","16.66","13.64"
"266","test1","644","NaN","15.62","12.58"
"267","test1","677","NaN","16.93","14.04"
"268","test1","701","NaN","13.58","10.34"
"269","test1","1810","NaN","13.9","11.4"
"270","test1","1847","NaN","16.32","14.12"
"271","test1","1015","NaN","16.34","13.93"
"272","test1","1038","NaN","16.01","13.59"
"273","test1","1073","NaN","11.86"," 9.01"
"274","test1","1049","NaN","13.39","10.83"
"275","test1","1052","NaN","12.96","10.37"
"276","test1","1305","NaN","14.12","11.86"
"277","test1","1307","NaN","14.64","12.80"
"278","test1","1026","NaN","13.82","11.24"
"279","test1","1423","NaN","14.37","11.49"
"280","test1","1318","NaN","20.30","18.96"
"281","test1","1344","NaN","16.36","14.58"
"282","test1","1353","NaN","21.93","15.38"
"283","test1","1488","NaN","16.17","13.22"
"284","test1","1536","NaN","13.21","10.55"
"285","test1","1329","NaN","16.62","13.79"
"286","test1","510","NaN","15.89","12.76"
"287","test1","534","NaN","17.04","14.42"
"288","test1","558","NaN","16.38","13.97"
"289","test1","582","NaN","16.05","13.37"
"290","test1","606","NaN","15.72","12.66"
"291","test1","630","NaN","16.84","14.47"
"292","test1","653","NaN","16.63","13.66"
"293","test1","678","NaN","16.73","13.42"
"294","test1","702","NaN","16.69","14.28"
"295","test1","1811","NaN","17.30","15.28"
"296","test1","1846","NaN","15.20","12.76"
"297","test1","1016","NaN","17.26","16.01"
"298","test1","1037","NaN","16.57","14.33"
"299","test1","1074","NaN","12.72","10.01"
"300","test1","1199","NaN","11.71"," 8.86"
"301","test1","1281","NaN","14.79","13.11"
"302","test1","1293","NaN","13.10","10.54"
"303","test1","1306","NaN","13.85","11.69"
"304","test1","1462","NaN","12.23"," 9.41"
"305","test1","1467","NaN","14.97","12.40"
"306","test1","1390","NaN","15.04","13.76"
"307","test1","1356","NaN","17.22","15.29"
"308","test1","1378","NaN","14.31","12.27"
"309","test1","1497","NaN","14.84","11.81"
"310","test1","1524","NaN","21.13","20.27"
"311","test1","1463","NaN","14.14","11.63"
"312","test1","511","NaN","16.19","12.98"
"313","test1","535","NaN","12.74"," 9.42"
"314","test1","559","NaN","15.01","11.77"
"315","test1","583","NaN","17.14","13.30"
"316","test1","607","NaN","15.37","12.53"
"317","test1","631","NaN","16.76","13.84"
"318","test1","654","NaN","15.25","12.10"
"319","test1","679","NaN","16.35","13.82"
"320","test1","703","NaN","15.28","12.06"
"321","test1","1812","NaN","15.15","12.63"
"322","test1","1845","NaN","15.06","12.81"
"323","test1","977","NaN","12.01"," 7.83"
"324","test1","1013","NaN","11.77"," 8.79"
"325","test1","1075","NaN","11.58"," 8.29"
"326","test1","1259","NaN","14.27","12.24"
"327","test1","1282","NaN","14.51","12.61"
"328","test1","1223","NaN","18.37","16.24"
"329","test1","1317","NaN","14.62","12.75"
"330","test1","1380","NaN","13.52","11.18"
"331","test1","1452","NaN","15.65","14.21"
"332","test1","1389","NaN","17.08","14.26"
"333","test1","1486","NaN","15.60","14.88"
"334","test1","1523","NaN","15.52","12.85"
"335","test1","1543","NaN","12.84","10.03"
"336","test1","1449","NaN","12.49"," 9.29"
"337","test1","1332","NaN","12.66"," 9.28"
"338","test1","512","NaN","15.68","12.33"
"339","test1","536","NaN","15.29","11.74"
"340","test1","560","NaN","14.56","11.72"
"341","test1","584","NaN","14.61","11.42"
"342","test1","608","NaN","14.88","11.19"
"343","test1","632","NaN","15.84","12.77"
"344","test1","655","NaN","16.2","13.4"
"345","test1","680","NaN","16.25","13.24"
"346","test1","704","NaN","15.21","12.15"
"347","test1","1824","NaN","15.94","13.91"
"348","test1","1025","NaN","13.68","11.19"
"349","test1","1039","NaN","14.76","12.74"
"350","test1","1087","NaN","13.19","10.86"
"351","test1","1260","NaN","13.98","11.84"
"352","test1","1283","NaN","12.68","10.01"
"353","test1","1294","NaN","14.88","13.84"
"354","test1","1221","NaN","14.08","12.27"
"355","test1","1521","NaN","13.39","11.47"
"356","test1","1533","NaN","21.94","20.90"
"357","test1","1392","NaN","1.34","1.17"
"358","test1","1499","NaN","18.90","16.26"
"359","test1","1450","NaN","14.87","13.25"
"360","test1","1461","NaN","12.59","10.96"
"361","test1","1486","NaN","12.88","10.63"
"362","test1","521","NaN","14.28","11.15"
"363","test1","545","NaN","15.61","13.18"
"364","test1","569","NaN","16.88","14.89"
"365","test1","593","NaN","13.60","10.09"
"366","test1","617","NaN","15.75","12.65"
"367","test1","656","NaN","15.00","11.83"
"368","test1","665","NaN","14.02","11.04"
"369","test1","689","NaN","16.01","13.00"
"370","test1","713","NaN","15.49","11.97"
"371","test1","1823","NaN","14.45","11.72"
"372","test1","979","NaN","15.13","12.89"
"373","test1","1200","NaN","14.65","12.24"
"374","test1","1088","NaN","13.46","10.92"
"375","test1","1245","NaN","14.89","12.81"
"376","test1","1247","NaN","13.81","11.39"
"377","test1","1284","NaN","16.59","15.07"
"378","test1","1222","NaN","17.06","15.63"
"379","test1","1487","NaN","14.58","13.23"
"380","test1","1437","NaN","20.17","19.80"
"381","test1","1500","NaN","16.31","15.45"
"382","test1","1391","NaN","20.45","18.56"
"383","test1","1377","NaN","13.96","12.13"
"384","test1","1508","NaN","14.46","10.93"
"385","test1","1438","NaN","17.15","14.76"
"386","test1","522","NaN","17.98","13.91"
"387","test1","546","NaN","18.85","14.16"
"388","test1","570","NaN","19.77","15.72"
"389","test1","594","NaN","20.35","14.36"
"390","test1","618","NaN","18.60","11.67"
"391","test1","641","NaN","20.50","14.48"
"392","test1","666","NaN","19.40","12.13"
"393","test1","690","NaN","21.92","14.35"
"394","test1","714","NaN","20.64","16.62"
"395","test1","1822","NaN","20.77","16.53"
"396","test1","1076","NaN","15.15","13.94"
"397","test1","1062","NaN","13.86","10.95"
"398","test1","1027","NaN","14.36","11.59"
"399","test1","1246","NaN","13.24","10.39"
"400","test1","1248","NaN","14.03","11.48"
"401","test1","1295","NaN","16.53","15.24"
"402","test1","1224","NaN","13.10"," 8.05"
"403","test1","1415","NaN","14.13","10.40"
"404","test1","1341","NaN","17.89","15.61"
"405","test1","1439","NaN","21.01","17.08"
"406","test1","1557","NaN","20.30","17.49"
"407","test1","1379","NaN","17.52","15.14"
"408","test1","1354","NaN","15.77","11.85"
"409","test1","1534","NaN","20.05","18.51"
"410","test1","NTC","NaN","18.40","11.61"
"411","test1","NTC","NaN","19.96","12.67"
"412","test1","NTC","NaN","16.33","13.22"
