"","sampleID.exp","test1.exp","allP.exp","ratio.exp","exp.adjust","stress"
"105","1847",16.32,27.46,1.68259803921569,13.3140601662923,14.1459398337077
"106","1848",14.4,25.25,1.75347222222222,14.3387701946972,10.9112298053028
"107","499",17.34,27.39,1.57958477508651,11.8847945192278,15.5052054807722
"108","500",16.65,28.03,1.68348348348348,13.3265396287954,14.7034603712046
"109","510",15.89,28.43,1.78917558212712,14.8776908175204,13.5523091824796
"110","511",16.19,28.39,1.75355157504632,14.3399508082455,14.0500491917545
"111","512",15.68,27.5,1.75382653061224,14.3440422149136,13.1559577850864
"112","521",14.28,28.01,1.96148459383754,17.432353202497,10.577646797503
"113","522",17.98,2.19,0.121802002224694,7.82333388689699,-5.63333388689699
"114","523",16.13,27.32,1.69373837569746,13.471568817741,13.8484311822591
"115","524",16.08,27.23,1.69340796019901,13.4668810417159,13.7631189582841
"116","533",17.96,26.88,1.49665924276169,10.7561855326812,16.1238144673188
"117","534",17.04,27.51,1.61443661971831,12.36624301915,15.14375698085
"118","535",12.74,26.78,2.10204081632653,18.6374688279989,8.14253117200107
"119","536",15.29,28.48,1.86265533028123,16.0172177185253,12.4627822814747
"120","545",15.61,24.3,1.55669442664958,11.5688343478959,12.7311656521041
"121","546",18.85,33.96,1.80159151193634,15.0684030420569,18.8915969579431
"122","547",15.04,25.7,1.70877659574468,13.6860705700207,12.0139294299793
"123","548",14.65,29.66,2.02457337883959,18.1131790498234,11.5468209501766
"124","557",13.79,28.15,2.04133430021755,18.2553968407017,9.89460315929828
"125","558",16.38,27.98,1.70818070818071,13.677526347015,14.302473652985
"126","559",15.01,27.52,1.83344437041972,15.5628180772428,11.9571819227572
"127","560",14.56,27.12,1.86263736263736,16.0169396736353,11.1030603263647
"128","569",16.88,26.92,1.59478672985782,12.0948193875563,14.8251806124437
"129","570",19.77,34.67,1.75366717248356,14.3416708112883,20.3283291887117
"130","571",17.07,27.45,1.60808435852373,12.2785006505117,15.1714993494883
"131","572",17.36,27.7,1.59562211981567,12.1063597935789,15.5936402064211
"132","581",17.67,27.53,1.55800792303339,11.586937017212,15.943062982788
"133","582",16.05,28.5,1.77570093457944,14.6725325702728,13.8274674297272
"134","583",17.14,30.85,1.79988331388565,15.0420788268129,15.8079211731871
"135","584",14.61,27.24,1.86447638603696,16.0453821570959,11.1946178429041
"136","593",13.6,25.7,1.88970588235294,16.4310356078722,9.26896439212785
"137","594",20.35,35.81,1.75970515970516,14.4317437446832,21.3782562553168
"138","595",16.69,26.16,1.56740563211504,11.7165839129534,14.4434160870466
"139","596",15.63,26.26,1.68010236724248,13.2789206578998,12.9810793421002
"140","605",16.43,27.96,1.70176506390749,13.5857731480888,14.3742268519112
"141","606",15.72,27.65,1.7589058524173,14.4197937974848,13.2302062025152
"142","607",15.37,27.96,1.81912817176318,15.3399469899773,12.6200530100227
"143","608",14.88,27.85,1.87163978494624,16.1558249183188,11.6941750816812
"144","617",15.75,29.69,1.88507936507937,16.3611037325558,13.3288962674442
"145","618",18.6,36.03,1.93709677419355,17.1138960698504,18.9161039301496
"146","619",16.56,26.63,1.60809178743961,12.2786032610452,14.3513967389548
"147","620",16.01,26.71,1.6683322923173,13.1138322636677,13.5961677363323
"148","629",16.66,24.59,1.47599039615846,10.4901192903838,14.0998807096162
"149","630",16.84,23.9,1.41923990498812,9.82905159785981,14.0709484021402
"150","631",16.76,27.79,1.65811455847255,12.971254470068,14.818745529932
"151","632",15.84,27.46,1.73358585858586,14.0453817791216,13.4146182208784
"152","641",20.5,33.44,1.63121951219512,12.5981926003778,20.8418073996222
"153","642",16.36,28.81,1.76100244498778,14.4511555481441,14.3588444518559
"154","643",15.84,27.37,1.72790404040404,13.9624534840418,13.4075465159582
"155","644",15.62,26.32,1.68501920614597,13.3481996862594,12.9718003137406
"156","653",16.63,24.71,1.48586891160553,10.615975592872,14.094024407128
"157","654",15.25,27,1.77049180327869,14.5937783480257,12.4062216519743
"158","655",16.2,27.3,1.68518518518519,13.350541875006,13.9494581249941
"159","656",15,25.46,1.69733333333333,13.5226398171957,11.9373601828043
"160","665",14.02,29.81,2.1262482168331,18.7388827271281,11.0711172728719
"161","666",19.4,33.99,1.7520618556701,14.3177998823777,19.6722001176223
"162","667",18.49,28.36,1.53380205516495,11.2546337127971,17.1053662872029
"163","668",19.9,29.82,1.49849246231156,10.7802596473309,19.0397403526691
"164","677",16.93,27.61,1.63083284111045,12.5928444080476,15.0171555919524
"165","678",16.73,26.59,1.58936043036461,12.0198542948437,14.5701457051563
"166","679",16.35,26.07,1.59449541284404,12.0907949778149,13.9792050221851
"167","680",16.25,28.2,1.73538461538462,14.0717172983477,14.1282827016523
"168","689",16.01,27.46,1.71517801374141,13.7781036319099,13.6818963680901
"169","690",21.92,36.01,1.64279197080292,12.7584143017903,23.2515856982097
"170","691",17.31,27.43,1.58463316002311,11.9545423914154,15.4754576085846
"171","692",15.5,25.75,1.66129032258065,13.0155045150048,12.7344954849952
"172","701",13.58,23.53,1.73269513991163,14.0323554729617,9.49764452703826
"173","702",16.69,25.4,1.52186938286399,11.0924461182543,14.3075538817456
"174","703",15.28,26.27,1.71924083769634,13.8367532964497,12.4332467035502
"175","704",15.21,26.32,1.73044049967127,13.9994257165942,12.3205742834058
"176","713",15.49,28.91,1.86636539703034,16.0745624269298,12.8354375730702
"177","714",20.64,32.13,1.55668604651163,11.5687188697504,20.5612811302496
"178","715",17.36,28.09,1.61808755760369,12.4166788769474,15.6733211230526
"179","977",12.01,28.42,2.36636136552873,19.0328488595122,9.38715114048777
"180","978",16,24.34,1.52125,11.0840701918218,13.2559298081782
"181","979",15.13,23.49,1.55254461335096,11.511679754355,11.978320245645
"182","980",13.47,24.95,1.85226429101707,15.8559929993429,9.09400700065714
